O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title,4-digit code,Exposure,Mean
13-1041.06,Coroners,13-1041.06,13-1041.06,13-1041,3354,Government licensing officials,3354,Gradient 2,0.43
13-1041.07,Regulatory Affairs Specialists,13-1041.07,13-1041.07,13-1041,3351,Customs and border inspectors,3351,Minimal Exposure,0.32
13-1041.07,Regulatory Affairs Specialists,13-1041.07,13-1041.07,13-1041,3353,Government social benefits officials,3353,Gradient 2,0.45
13-1041.07,Regulatory Affairs Specialists,13-1041.07,13-1041.07,13-1041,3354,Government licensing officials,3354,Gradient 2,0.43
13-1041.08,Customs Brokers,13-1041.08,13-1199.03,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1041.08,Customs Brokers,13-1041.08,13-1199.03,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1051.00,Cost Estimators,13-1051.00,13-1051.00,13-1051,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1071.00,Human Resources Specialists,13-1071.00,13-1071.00,13-1071,2423,Personnel and careers professionals,2423,Gradient 2,0.45
13-1071.00,Human Resources Specialists,13-1071.00,13-1071.00,13-1071,3333,Employment agents and contractors,3333,Minimal Exposure,0.39
13-1074.00,Farm Labor Contractors,13-1074.00,13-1074.00,13-1074,3333,Employment agents and contractors,3333,Minimal Exposure,0.39
13-1075.00,Labor Relations Specialists,13-1075.00,13-1075.00,13-1075,2423,Personnel and careers professionals,2423,Gradient 2,0.45
13-1081.00,Logisticians,13-1081.00,13-1081.00,13-1081,2421,Management and organization analysts,2421,Gradient 2,0.46
13-1081.01,Logistics Engineers,13-1081.01,13-1081.01,13-1081,2421,Management and organization analysts,2421,Gradient 2,0.46
13-1081.02,Logistics Analysts,13-1081.02,13-1081.02,13-1081,2421,Management and organization analysts,2421,Gradient 2,0.46
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1114,Senior officials of special-interest organizations,1114,Minimal Exposure,0.37
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1213,Policy and planning managers,1213,Not Exposed,0.36
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1219,Business services and administration managers not elsewhere classified,1219,Gradient 2,0.42
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1322,Mining managers,1322,Minimal Exposure,0.35
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1349,Professional services managers not elsewhere classified,1349,Minimal Exposure,0.38
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1431,"Sports, recreation and cultural centre managers",1431,Minimal Exposure,0.32
13-1082.00,Project Management Specialists,13-1082.00,11-9199.00,11-9199,1439,Services managers not elsewhere classified,,,
13-1082.00,Project Management Specialists,13-1082.00,13-1199.00,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1082.00,Project Management Specialists,13-1082.00,13-1199.00,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1082.00,Project Management Specialists,13-1082.00,15-1199.00,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
13-1082.00,Project Management Specialists,13-1082.00,15-1199.00,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
13-1111.00,Management Analysts,13-1111.00,13-1111.00,13-1111,2421,Management and organization analysts,2421,Gradient 2,0.46
13-1121.00,"Meeting, Convention, and Event Planners",13-1121.00,13-1121.00,13-1121,3332,Conference and event planners,3332,Gradient 2,0.48
13-1131.00,Fundraisers,13-1131.00,13-1131.00,13-1131,4214,Debt-collectors and related workers,4214,Gradient 2,0.43
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,13-1141.00,13-1141,2423,Personnel and careers professionals,2423,Gradient 2,0.45
13-1151.00,Training and Development Specialists,13-1151.00,13-1151.00,13-1151,2356,Information technology trainers,2356,Gradient 2,0.47
13-1151.00,Training and Development Specialists,13-1151.00,13-1151.00,13-1151,2424,Training and staff development professionals,2424,Gradient 2,0.41
13-1161.00,Market Research Analysts and Marketing Specialists,13-1161.00,13-1161.00,13-1161,2431,Advertising and marketing professionals,2431,Gradient 3,0.55
13-1161.01,Search Marketing Strategists,13-1161.01,15-1199.10,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
13-1161.01,Search Marketing Strategists,13-1161.01,15-1199.10,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
13-1199.00,"Business Operations Specialists, All Other",13-1199.00,13-1199.00,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.00,"Business Operations Specialists, All Other",13-1199.00,13-1199.00,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1199.00,"Business Operations Specialists, All Other",13-1199.00,13-1199.02,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.00,"Business Operations Specialists, All Other",13-1199.00,13-1199.02,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1199.04,Business Continuity Planners,13-1199.04,13-1199.04,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.04,Business Continuity Planners,13-1199.04,13-1199.04,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1199.05,Sustainability Specialists,13-1199.05,13-1199.05,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.05,Sustainability Specialists,13-1199.05,13-1199.05,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1199.06,Online Merchants,13-1199.06,13-1199.06,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.06,Online Merchants,13-1199.06,13-1199.06,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-1199.07,Security Management Specialists,13-1199.07,13-1199.02,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
13-1199.07,Security Management Specialists,13-1199.07,13-1199.02,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2011.00,Accountants and Auditors,13-2011.00,13-2011.00,13-2011,2411,Accountants,2411,Gradient 3,0.51
13-2011.00,Accountants and Auditors,13-2011.00,13-2011.01,13-2011,2411,Accountants,2411,Gradient 3,0.51
13-2011.00,Accountants and Auditors,13-2011.00,13-2011.02,13-2011,2411,Accountants,2411,Gradient 3,0.51
13-2022.00,Appraisers of Personal and Business Property,13-2022.00,13-2021.00,13-2021,3315,Valuers and loss assessors,3315,Gradient 2,0.45
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.00,13-2021,3315,Valuers and loss assessors,3315,Gradient 2,0.45
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.01,13-2021,3315,Valuers and loss assessors,3315,Gradient 2,0.45
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.02,13-2021,3315,Valuers and loss assessors,3315,Gradient 2,0.45
13-2031.00,Budget Analysts,13-2031.00,13-2031.00,13-2031,2411,Accountants,2411,Gradient 3,0.51
13-2041.00,Credit Analysts,13-2041.00,13-2041.00,13-2041,2413,Financial analysts,2413,Gradient 4,0.62
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2051.00,13-2051,2412,Financial and investment advisers,2412,Gradient 3,0.57
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2051.00,13-2051,2413,Financial analysts,2413,Gradient 4,0.62
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2099.03,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2052.00,Personal Financial Advisors,13-2052.00,13-2052.00,13-2052,2412,Financial and investment advisers,2412,Gradient 3,0.57
13-2053.00,Insurance Underwriters,13-2053.00,13-2053.00,13-2053,3321,Insurance representatives,3321,Gradient 3,0.53
13-2054.00,Financial Risk Specialists,13-2054.00,13-2051.00,13-2051,2412,Financial and investment advisers,2412,Gradient 3,0.57
13-2054.00,Financial Risk Specialists,13-2054.00,13-2051.00,13-2051,2413,Financial analysts,2413,Gradient 4,0.62
13-2054.00,Financial Risk Specialists,13-2054.00,13-2099.00,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2054.00,Financial Risk Specialists,13-2054.00,13-2099.02,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2061.00,Financial Examiners,13-2061.00,13-2061.00,13-2061,2413,Financial analysts,2413,Gradient 4,0.62
13-2071.00,Credit Counselors,13-2071.00,13-2071.00,13-2071,3312,Credit and loans officers,3312,Gradient 4,0.6
13-2072.00,Loan Officers,13-2072.00,13-2071.01,13-2071,3312,Credit and loans officers,3312,Gradient 4,0.6
13-2072.00,Loan Officers,13-2072.00,13-2072.00,13-2072,3312,Credit and loans officers,3312,Gradient 4,0.6
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,13-2081.00,13-2081,3352,Government tax and excise officials,3352,Gradient 2,0.49
13-2082.00,Tax Preparers,13-2082.00,13-2082.00,13-2082,2411,Accountants,2411,Gradient 3,0.51
13-2099.00,"Financial Specialists, All Other",13-2099.00,13-2099.00,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2099.01,Financial Quantitative Analysts,13-2099.01,13-2099.01,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
13-2099.04,"Fraud Examiners, Investigators and Analysts",13-2099.04,13-2099.04,13-2099,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
15-1211.00,Computer Systems Analysts,15-1211.00,15-1121.00,15-1121,2511,Systems analysts,2511,Gradient 2,0.49
15-1211.01,Health Informatics Specialists,15-1211.01,15-1121.01,15-1121,2511,Systems analysts,2511,Gradient 2,0.49
15-1212.00,Information Security Analysts,15-1212.00,15-1122.00,15-1122,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1221.00,Computer and Information Research Scientists,15-1221.00,15-1111.00,15-1111,2511,Systems analysts,2511,Gradient 2,0.49
15-1231.00,Computer Network Support Specialists,15-1231.00,15-1152.00,15-1152,3513,Computer network and systems technicians,3513,Gradient 2,0.43
15-1232.00,Computer User Support Specialists,15-1232.00,15-1151.00,15-1151,3512,Information and communications technology user support technicians,3512,Gradient 2,0.47
15-1241.00,Computer Network Architects,15-1241.00,15-1143.00,15-1143,2523,Computer network professionals,2523,Gradient 3,0.52
15-1241.01,Telecommunications Engineering Specialists,15-1241.01,15-1143.01,15-1143,2523,Computer network professionals,2523,Gradient 3,0.52
15-1242.00,Database Administrators,15-1242.00,15-1141.00,15-1141,2521,Database designers and administrators,2521,Gradient 3,0.57
15-1243.00,Database Architects,15-1243.00,15-1141.00,15-1141,2521,Database designers and administrators,2521,Gradient 3,0.57
15-1243.00,Database Architects,15-1243.00,15-1199.06,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1243.00,Database Architects,15-1243.00,15-1199.06,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1243.01,Data Warehousing Specialists,15-1243.01,15-1199.07,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1243.01,Data Warehousing Specialists,15-1243.01,15-1199.07,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1244.00,Network and Computer Systems Administrators,15-1244.00,15-1142.00,15-1142,2522,Systems administrators,2522,Gradient 3,0.57
15-1244.00,Network and Computer Systems Administrators,15-1244.00,15-1142.00,15-1142,3514,Web technicians,3514,Gradient 3,0.53
15-1251.00,Computer Programmers,15-1251.00,15-1131.00,15-1131,2514,Applications programmers,2514,Gradient 3,0.57
15-1252.00,Software Developers,15-1252.00,15-1132.00,15-1132,2512,Software developers,2512,Gradient 3,0.53
15-1252.00,Software Developers,15-1252.00,15-1133.00,15-1133,2512,Software developers,2512,Gradient 3,0.53
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1132.00,15-1132,2512,Software developers,2512,Gradient 3,0.53
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1133.00,15-1133,2512,Software developers,2512,Gradient 3,0.53
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1199.01,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1199.01,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1254.00,Web Developers,15-1254.00,15-1134.00,15-1134,2513,Web and multimedia developers,2513,Gradient 4,0.6
15-1254.00,Web Developers,15-1254.00,15-1134.00,15-1134,3514,Web technicians,3514,Gradient 3,0.53
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1134.00,15-1134,2513,Web and multimedia developers,2513,Gradient 4,0.6
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1134.00,15-1134,3514,Web technicians,3514,Gradient 3,0.53
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1199.00,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1199.00,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1255.01,Video Game Designers,15-1255.01,15-1199.11,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1255.01,Video Game Designers,15-1255.01,15-1199.11,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1299.00,"Computer Occupations, All Other",15-1299.00,15-1199.00,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1299.00,"Computer Occupations, All Other",15-1299.00,15-1199.00,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1299.00,"Computer Occupations, All Other",15-1299.00,43-9011.00,43-9011,3511,Information and communications technology operations technicians,3511,Gradient 2,0.43
15-1299.01,Web Administrators,15-1299.01,15-1199.03,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1299.01,Web Administrators,15-1299.01,15-1199.03,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.04,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.04,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.05,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.05,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
15-1299.03,Document Management Specialists,15-1299.03,15-1199.12,15-1199,2519,Software and applications developers and analysts not elsewhere classified,2519,Gradient 3,0.55
15-1299.03,Document Management Specialists,15-1299.03,15-1199.12,15-1199,2529,Database and network professionals not elsewhere classified,2529,Gradient 2,0.49
