O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
13-2022.00,Appraisers of Personal and Business Property,13-2022.00,13-2021.00,13-2021,3315.0,Valuers and loss assessors
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.00,13-2021,3315.0,Valuers and loss assessors
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.01,13-2021,3315.0,Valuers and loss assessors
13-2023.00,Appraisers and Assessors of Real Estate,13-2023.00,13-2021.02,13-2021,3315.0,Valuers and loss assessors
13-2031.00,Budget Analysts,13-2031.00,13-2031.00,13-2031,2411.0,Accountants
13-2041.00,Credit Analysts,13-2041.00,13-2041.00,13-2041,2413.0,Financial analysts
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2051.00,13-2051,2412.0,Financial and investment advisers
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2051.00,13-2051,2413.0,Financial analysts
13-2051.00,Financial and Investment Analysts,13-2051.00,13-2099.03,13-2099,3339.0,Business services agents not elsewhere classified
13-2052.00,Personal Financial Advisors,13-2052.00,13-2052.00,13-2052,2412.0,Financial and investment advisers
13-2053.00,Insurance Underwriters,13-2053.00,13-2053.00,13-2053,3321.0,Insurance representatives
13-2054.00,Financial Risk Specialists,13-2054.00,13-2051.00,13-2051,2412.0,Financial and investment advisers
13-2054.00,Financial Risk Specialists,13-2054.00,13-2051.00,13-2051,2413.0,Financial analysts
13-2054.00,Financial Risk Specialists,13-2054.00,13-2099.00,13-2099,3339.0,Business services agents not elsewhere classified
13-2054.00,Financial Risk Specialists,13-2054.00,13-2099.02,13-2099,3339.0,Business services agents not elsewhere classified
13-2061.00,Financial Examiners,13-2061.00,13-2061.00,13-2061,2413.0,Financial analysts
13-2071.00,Credit Counselors,13-2071.00,13-2071.00,13-2071,3312.0,Credit and loans officers
13-2072.00,Loan Officers,13-2072.00,13-2071.01,13-2071,3312.0,Credit and loans officers
13-2072.00,Loan Officers,13-2072.00,13-2072.00,13-2072,3312.0,Credit and loans officers
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,13-2081.00,13-2081,3352.0,Government tax and excise officials
13-2082.00,Tax Preparers,13-2082.00,13-2082.00,13-2082,2411.0,Accountants
13-2099.00,"Financial Specialists, All Other",13-2099.00,13-2099.00,13-2099,3339.0,Business services agents not elsewhere classified
13-2099.01,Financial Quantitative Analysts,13-2099.01,13-2099.01,13-2099,3339.0,Business services agents not elsewhere classified
13-2099.04,"Fraud Examiners, Investigators and Analysts",13-2099.04,13-2099.04,13-2099,3339.0,Business services agents not elsewhere classified
15-1211.00,Computer Systems Analysts,15-1211.00,15-1121.00,15-1121,2511.0,Systems analysts
15-1211.01,Health Informatics Specialists,15-1211.01,15-1121.01,15-1121,2511.0,Systems analysts
15-1212.00,Information Security Analysts,15-1212.00,15-1122.00,15-1122,2529.0,Database and network professionals not elsewhere classified
15-1221.00,Computer and Information Research Scientists,15-1221.00,15-1111.00,15-1111,2511.0,Systems analysts
15-1231.00,Computer Network Support Specialists,15-1231.00,15-1152.00,15-1152,3513.0,Computer network and systems technicians
15-1232.00,Computer User Support Specialists,15-1232.00,15-1151.00,15-1151,3512.0,Information and communications technology user support technicians
15-1241.00,Computer Network Architects,15-1241.00,15-1143.00,15-1143,2523.0,Computer network professionals
15-1241.01,Telecommunications Engineering Specialists,15-1241.01,15-1143.01,15-1143,2523.0,Computer network professionals
15-1242.00,Database Administrators,15-1242.00,15-1141.00,15-1141,2521.0,Database designers and administrators
15-1243.00,Database Architects,15-1243.00,15-1141.00,15-1141,2521.0,Database designers and administrators
15-1243.00,Database Architects,15-1243.00,15-1199.06,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1243.00,Database Architects,15-1243.00,15-1199.06,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1243.01,Data Warehousing Specialists,15-1243.01,15-1199.07,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1243.01,Data Warehousing Specialists,15-1243.01,15-1199.07,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1244.00,Network and Computer Systems Administrators,15-1244.00,15-1142.00,15-1142,2522.0,Systems administrators
15-1244.00,Network and Computer Systems Administrators,15-1244.00,15-1142.00,15-1142,3514.0,Web technicians
15-1251.00,Computer Programmers,15-1251.00,15-1131.00,15-1131,2514.0,Applications programmers
15-1252.00,Software Developers,15-1252.00,15-1132.00,15-1132,2512.0,Software developers
15-1252.00,Software Developers,15-1252.00,15-1133.00,15-1133,2512.0,Software developers
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1132.00,15-1132,2512.0,Software developers
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1133.00,15-1133,2512.0,Software developers
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1199.01,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,15-1199.01,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1254.00,Web Developers,15-1254.00,15-1134.00,15-1134,2513.0,Web and multimedia developers
15-1254.00,Web Developers,15-1254.00,15-1134.00,15-1134,3514.0,Web technicians
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1134.00,15-1134,2513.0,Web and multimedia developers
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1134.00,15-1134,3514.0,Web technicians
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1199.00,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1255.00,Web and Digital Interface Designers,15-1255.00,15-1199.00,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1255.01,Video Game Designers,15-1255.01,15-1199.11,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1255.01,Video Game Designers,15-1255.01,15-1199.11,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.00,"Computer Occupations, All Other",15-1299.00,15-1199.00,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.00,"Computer Occupations, All Other",15-1299.00,15-1199.00,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.00,"Computer Occupations, All Other",15-1299.00,43-9011.00,43-9011,3511.0,Information and communications technology operations technicians
15-1299.01,Web Administrators,15-1299.01,15-1199.03,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.01,Web Administrators,15-1299.01,15-1199.03,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.04,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.04,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.05,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.02,Geographic Information Systems Technologists and Technicians,15-1299.02,15-1199.05,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.03,Document Management Specialists,15-1299.03,15-1199.12,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.03,Document Management Specialists,15-1299.03,15-1199.12,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.04,Penetration Testers,,,nan,,
15-1299.05,Information Security Engineers,,,nan,,
15-1299.06,Digital Forensics Analysts,,,nan,,
15-1299.07,Blockchain Engineers,,,nan,,
15-1299.08,Computer Systems Engineers/Architects,15-1299.08,15-1199.02,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.08,Computer Systems Engineers/Architects,15-1299.08,15-1199.02,15-1199,2529.0,Database and network professionals not elsewhere classified
15-1299.09,Information Technology Project Managers,15-1299.09,15-1199.09,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-1299.09,Information Technology Project Managers,15-1299.09,15-1199.09,15-1199,2529.0,Database and network professionals not elsewhere classified
15-2011.00,Actuaries,15-2011.00,15-2011.00,15-2011,2120.0,"Mathematicians, actuaries and statisticians"
15-2021.00,Mathematicians,15-2021.00,15-2021.00,15-2021,2120.0,"Mathematicians, actuaries and statisticians"
15-2031.00,Operations Research Analysts,15-2031.00,15-2031.00,15-2031,2120.0,"Mathematicians, actuaries and statisticians"
15-2041.00,Statisticians,15-2041.00,15-2041.00,15-2041,2120.0,"Mathematicians, actuaries and statisticians"
15-2041.01,Biostatisticians,15-2041.01,15-2041.01,15-2041,2120.0,"Mathematicians, actuaries and statisticians"
15-2051.00,Data Scientists,15-2051.00,15-2099.00,15-2099,3314.0,"Statistical, mathematical and related associate professionals"
15-2051.01,Business Intelligence Analysts,15-2051.01,15-1199.08,15-1199,2519.0,Software and applications developers and analysts not elsewhere classified
15-2051.01,Business Intelligence Analysts,15-2051.01,15-1199.08,15-1199,2529.0,Database and network professionals not elsewhere classified
15-2051.02,Clinical Data Managers,15-2051.02,15-2041.02,15-2041,2120.0,"Mathematicians, actuaries and statisticians"
15-2099.00,"Mathematical Science Occupations, All Other",15-2099.00,15-2091.00,15-2091,3314.0,"Statistical, mathematical and related associate professionals"
15-2099.00,"Mathematical Science Occupations, All Other",15-2099.00,15-2099.00,15-2099,3314.0,"Statistical, mathematical and related associate professionals"
15-2099.01,Bioinformatics Technicians,15-2099.01,43-9111.01,43-9111,3314.0,"Statistical, mathematical and related associate professionals"
17-1011.00,"Architects, Except Landscape and Naval",17-1011.00,17-1011.00,17-1011,2161.0,Building architects
17-1012.00,Landscape Architects,17-1012.00,17-1012.00,17-1012,2162.0,Landscape architects
17-1021.00,Cartographers and Photogrammetrists,17-1021.00,17-1021.00,17-1021,2165.0,Cartographers and surveyors
17-1022.00,Surveyors,17-1022.00,17-1022.00,17-1022,2165.0,Cartographers and surveyors
17-1022.01,Geodetic Surveyors,17-1022.01,17-1022.01,17-1022,2165.0,Cartographers and surveyors
17-2011.00,Aerospace Engineers,17-2011.00,17-2011.00,17-2011,2144.0,Mechanical engineers
17-2021.00,Agricultural Engineers,17-2021.00,17-2021.00,17-2021,2144.0,Mechanical engineers
17-2031.00,Bioengineers and Biomedical Engineers,17-2031.00,17-2031.00,17-2031,2149.0,Engineering professionals not elsewhere classified
17-2031.00,Bioengineers and Biomedical Engineers,17-2031.00,17-2199.01,17-2199,2149.0,Engineering professionals not elsewhere classified
17-2041.00,Chemical Engineers,17-2041.00,17-2041.00,17-2041,2145.0,Chemical engineers
17-2051.00,Civil Engineers,17-2051.00,17-2051.00,17-2051,2142.0,Civil engineers
17-2051.01,Transportation Engineers,17-2051.01,17-2051.01,17-2051,2142.0,Civil engineers
17-2051.02,Water/Wastewater Engineers,17-2051.02,17-2081.01,17-2081,2143.0,Environmental engineers
17-2061.00,Computer Hardware Engineers,17-2061.00,17-2061.00,17-2061,2152.0,Electronics engineers
17-2071.00,Electrical Engineers,17-2071.00,17-2071.00,17-2071,2151.0,Electrical engineers
17-2072.00,"Electronics Engineers, Except Computer",17-2072.00,17-2072.00,17-2072,2153.0,Telecommunications engineers
17-2072.00,"Electronics Engineers, Except Computer",17-2072.00,17-2072.00,17-2072,2152.0,Electronics engineers
17-2072.01,Radio Frequency Identification Device Specialists,17-2072.01,17-2072.01,17-2072,2153.0,Telecommunications engineers
17-2072.01,Radio Frequency Identification Device Specialists,17-2072.01,17-2072.01,17-2072,2152.0,Electronics engineers
17-2081.00,Environmental Engineers,17-2081.00,17-2081.00,17-2081,2143.0,Environmental engineers
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,17-2111.00,17-2111,2149.0,Engineering professionals not elsewhere classified
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,17-2111.01,17-2111,2149.0,Engineering professionals not elsewhere classified
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,17-2111.03,17-2111,2149.0,Engineering professionals not elsewhere classified
17-2111.02,Fire-Prevention and Protection Engineers,17-2111.02,17-2111.02,17-2111,2149.0,Engineering professionals not elsewhere classified
17-2112.00,Industrial Engineers,17-2112.00,17-2112.00,17-2112,2141.0,Industrial and production engineers
17-2112.01,Human Factors Engineers and Ergonomists,17-2112.01,17-2112.01,17-2112,2141.0,Industrial and production engineers
17-2112.02,Validation Engineers,17-2112.02,17-2199.02,17-2199,2149.0,Engineering professionals not elsewhere classified
17-2112.03,Manufacturing Engineers,17-2112.03,17-2199.04,17-2199,2149.0,Engineering professionals not elsewhere classified
17-2121.00,Marine Engineers and Naval Architects,17-2121.00,17-2121.00,17-2121,2144.0,Mechanical engineers
17-2121.00,Marine Engineers and Naval Architects,17-2121.00,17-2121.01,17-2121,2144.0,Mechanical engineers
17-2121.00,Marine Engineers and Naval Architects,17-2121.00,17-2121.02,17-2121,2144.0,Mechanical engineers
17-2131.00,Materials Engineers,17-2131.00,17-2131.00,17-2131,2146.0,"Mining engineers, metallurgists and related professionals"
17-2131.00,Materials Engineers,17-2131.00,17-2131.00,17-2131,2149.0,Engineering professionals not elsewhere classified
17-2141.00,Mechanical Engineers,17-2141.00,17-2141.00,17-2141,2144.0,Mechanical engineers
17-2141.01,Fuel Cell Engineers,17-2141.01,17-2141.01,17-2141,2144.0,Mechanical engineers
17-2141.02,Automotive Engineers,17-2141.02,17-2141.02,17-2141,2144.0,Mechanical engineers
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,17-2151.00,17-2151,2146.0,"Mining engineers, metallurgists and related professionals"
17-2161.00,Nuclear Engineers,17-2161.00,17-2161.00,17-2161,2149.0,Engineering professionals not elsewhere classified
