soc,skills_list,skill_text,cluster_id,canonical_skill
"Education Administrators, Postsecondary"," ""Data Analysis""]",data analysis,148,data analysis
Architectural and Engineering Managers,"[""Project Management""",project management,15,project management
Architectural and Engineering Managers," ""Technical Leadership""",technical leadership,149,technical leadership
Architectural and Engineering Managers," ""Design Review""",design review,150,design review
Architectural and Engineering Managers," ""Contract Negotiation""",contract negotiation,39,negotiation
Architectural and Engineering Managers," ""Budget Planning""",budget planning,2,budgeting
Architectural and Engineering Managers," ""Staff Recruitment""",staff recruitment,75,staff recruitment
Architectural and Engineering Managers," ""Quality Assurance""",quality assurance,19,equipment maintenance
Architectural and Engineering Managers," ""Environmental Sustainability""",environmental sustainability,9,risk management
Architectural and Engineering Managers," ""Policy Development""",policy development,1,policy development
Architectural and Engineering Managers," ""Feasibility Analysis""",feasibility analysis,151,project feasibility analysis
Architectural and Engineering Managers," ""Technical Coordination""",technical coordination,4,communication
Architectural and Engineering Managers," ""Client Consultation""",client consultation,152,client consultation
Architectural and Engineering Managers," ""Proposal Presentation""",proposal presentation,153,proposal presentation
Architectural and Engineering Managers," ""Project Evaluation""]",project evaluation,154,project evaluation
Biofuels/Biodiesel Technology and Product Development Managers,"[""Biofuels research""",biofuels research,98,biofuels research
Biofuels/Biodiesel Technology and Product Development Managers," ""Process development""",process development,155,process design
Biofuels/Biodiesel Technology and Product Development Managers," ""Experimental design""",experimental design,156,experimental design
Biofuels/Biodiesel Technology and Product Development Managers," ""Data analysis""",data analysis,148,data analysis
Biofuels/Biodiesel Technology and Product Development Managers," ""Technical guidance""",technical guidance,157,technical guidance
Biofuels/Biodiesel Technology and Product Development Managers," ""Industrial operations modeling""",industrial operations modeling,158,industrial operations modeling
Biofuels/Biodiesel Technology and Product Development Managers," ""Prototype development""",prototype development,159,prototype development
Biofuels/Biodiesel Technology and Product Development Managers," ""Research reporting""",research reporting,66,report writing
Biofuels/Biodiesel Technology and Product Development Managers," ""Product innovation""",product innovation,160,product innovation
Biofuels/Biodiesel Technology and Product Development Managers," ""Feedstock evaluation""",feedstock evaluation,161,feedstock evaluation
Biofuels/Biodiesel Technology and Product Development Managers," ""Process technology development""",process technology development,155,process design
Biofuels/Biodiesel Technology and Product Development Managers," ""Fluid dynamics analysis""",fluid dynamics analysis,162,fluid dynamics analysis
Biofuels/Biodiesel Technology and Product Development Managers," ""Water treatment analysis""",water treatment analysis,163,water management
Biofuels/Biodiesel Technology and Product Development Managers," ""Solvent extraction analysis""",solvent extraction analysis,164,solvent extraction analysis
Biofuels/Biodiesel Technology and Product Development Managers," ""Fermentation process development""]",fermentation process development,165,fermentation process development
Food Service Managers,"[""Customer Service""",customer service,44,customer service
Food Service Managers," ""Inventory Management""",inventory management,41,inventory management
Food Service Managers," ""Budgeting""",budgeting,2,budgeting
Food Service Managers," ""Staff Scheduling""",staff scheduling,134,scheduling
Food Service Managers," ""Conflict Resolution""",conflict resolution,122,conflict resolution
Food Service Managers," ""Food Safety""",food safety,166,food safety
Food Service Managers," ""Quality Control""",quality control,19,equipment maintenance
Food Service Managers," ""Time Management""",time management,7,time management
Food Service Managers," ""Financial Management""",financial management,24,financial management
Food Service Managers," ""Personnel Management""",personnel management,25,personnel management
Food Service Managers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Food Service Managers," ""Operations Analysis""",operations analysis,19,equipment maintenance
Food Service Managers," ""Problem Solving""]",problem solving,5,problem solving
