source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
11-3021.00,Computer and Information Systems Managers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.7834686040878296,0.44,0.26,0.18,8,3,complex problem solving|systems analysis|personnel management|material handling|data analysis|critical thinking|troubleshooting|equipment maintenance,financial management|operations monitoring|time management
11-3031.00,Financial Managers,11-9179.02,Spa Managers,0.8495593667030334,0.42,0.251,0.16899999999999998,10,2,accounting|client record management|sales techniques|marketing strategies|staff supervision|customer service|inventory management|operations monitoring|time management|equipment maintenance,budgeting|financial analysis
11-3031.00,Financial Managers,11-9071.00,Gambling Managers,0.78770512342453,0.42,0.32,0.09999999999999998,10,1,strategic thinking|operational integrity|resource monitoring|performance management|conflict resolution|marketing strategies|customer education|personnel management|operations monitoring|time management,financial analysis
11-3031.00,Financial Managers,11-1021.00,General and Operations Managers,0.7478718161582947,0.42,0.4014285714285714,0.018571428571428572,7,3,goal setting|policy development|personnel management|supply chain management|operations monitoring|time management|equipment maintenance,budgeting|financial analysis|financial management
11-3031.00,Financial Managers,11-3051.00,Industrial Production Managers,0.7435289025306702,0.42,0.38,0.03999999999999998,7,2,labor management|cost control|production planning|personnel management|inventory management|time management|equipment maintenance,budgeting|financial analysis
11-3031.00,Financial Managers,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.7413356304168701,0.42,0.3666666666666667,0.05333333333333329,8,3,event planning|personnel management|emergency response|customer service|risk management|problem solving|communication|time management,budgeting|financial management|team management
11-3031.00,Financial Managers,33-1012.00,First-Line Supervisors of Police and Detectives,0.7343891859054565,0.42,0.23,0.18999999999999997,10,1,police procedures|evidence handling|community engagement|personnel management|research methods|communication|critical thinking|problem solving|time management|equipment maintenance,team management
11-3031.00,Financial Managers,11-9033.00,"Education Administrators, Postsecondary",0.7304446697235107,0.42,0.36,0.06,10,4,partnership building|institutional development|committee work|higher education|student guidance|career counseling|financial reporting|strategic planning|personnel management|data analysis,budgeting|financial management|staff recruitment|training and development
11-3031.00,Financial Managers,11-9151.00,Social and Community Service Managers,0.7288404703140259,0.42,0.37,0.04999999999999999,10,1,volunteer coordination|financial oversight|service delivery|stakeholder communication|community outreach|program evaluation|policy development|personnel management|operations monitoring|communication,budgeting
11-3031.00,Financial Managers,11-9199.10,Wind Energy Development Managers,0.7196856737136841,0.42,0.3666666666666667,0.05333333333333329,8,2,stakeholder communication|negotiation|report writing|technical documentation|project management|risk management|time management|equipment maintenance,budgeting|financial analysis
11-3031.00,Financial Managers,11-9199.09,Wind Energy Operations Managers,0.7191990613937378,0.42,0.3666666666666667,0.05333333333333329,7,2,training coordination|staff supervision|project management|risk management|record keeping|time management|equipment maintenance,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-1021.00,General and Operations Managers,0.7529593706130981,0.42,0.4014285714285714,0.018571428571428572,7,3,goal setting|policy development|personnel management|supply chain management|operations monitoring|time management|equipment maintenance,budgeting|financial analysis|financial management
11-3031.01,Treasurers and Controllers,11-9179.02,Spa Managers,0.7398744821548462,0.42,0.251,0.16899999999999998,10,2,accounting|client record management|sales techniques|marketing strategies|staff supervision|customer service|inventory management|operations monitoring|time management|equipment maintenance,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-9033.00,"Education Administrators, Postsecondary",0.7168160676956177,0.42,0.36,0.06,10,3,partnership building|institutional development|committee work|higher education|student guidance|career counseling|staff recruitment|strategic planning|personnel management|training and development,budgeting|financial management|financial reporting
11-3031.01,Treasurers and Controllers,11-1011.00,Chief Executives,0.7031255960464478,0.42,0.33,0.08999999999999997,9,2,change management|strategic planning|decision making|policy development|team management|risk management|problem solving|communication|time management,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-9071.00,Gambling Managers,0.6750219464302063,0.42,0.32,0.09999999999999998,10,1,strategic thinking|operational integrity|resource monitoring|performance management|conflict resolution|marketing strategies|customer education|personnel management|operations monitoring|time management,financial analysis
11-3031.01,Treasurers and Controllers,11-3121.00,Human Resources Managers,0.6664996147155762,0.42,0.36,0.06,10,2,compensation analysis|labor relations|talent acquisition|performance management|employee relations|benefits administration|staff recruitment|career development|conflict resolution|personnel management,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-9199.09,Wind Energy Operations Managers,0.6567420363426208,0.42,0.3666666666666667,0.05333333333333329,7,2,training coordination|staff supervision|project management|risk management|record keeping|time management|equipment maintenance,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-3031.03,Investment Fund Managers,0.6491241455078125,0.42,0.3666666666666667,0.05333333333333329,7,2,property valuation|portfolio management|forecasting|market research|risk management|communication|equipment maintenance,financial analysis|financial management
11-3031.01,Treasurers and Controllers,11-2022.00,Sales Managers,0.6446714401245117,0.42,0.41,0.010000000000000009,10,2,sales territory management|pricing strategies|sales forecasting|market research|customer education|staff supervision|team management|customer service|inventory management|operations monitoring,budgeting|financial analysis
11-3031.01,Treasurers and Controllers,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.6409226655960083,0.42,0.3,0.12,10,2,childcare program development|program evaluation|policy development|staff supervision|personnel management|curriculum development|record keeping|problem solving|communication|time management,budgeting|financial management
11-3031.03,Investment Fund Managers,11-9071.00,Gambling Managers,0.697334885597229,0.3666666666666667,0.32,0.04666666666666669,10,2,strategic thinking|operational integrity|resource monitoring|performance management|conflict resolution|marketing strategies|customer education|personnel management|operations monitoring|time management,equipment maintenance|financial analysis
11-3031.03,Investment Fund Managers,11-9179.02,Spa Managers,0.6557018756866455,0.3666666666666667,0.251,0.1156666666666667,10,2,accounting|client record management|budgeting|sales techniques|marketing strategies|staff supervision|customer service|inventory management|operations monitoring|time management,equipment maintenance|financial analysis
